date,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,OT,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2002-01-28,5816,1231,12,21.3721,0.21165749656121047,0.0020632737276478678,3.30481,2.87301,1460,0,1156,2004,0,177,4797,728,166968
2002-02-04,6466,1450,24,22.7962,0.22424992267244045,0.0037117228580266005,3.61063,2.94909,1556,0,1415,2351,0,235,5557,729,188431
2002-02-11,7191,1620,19,22.7924,0.22528160200250313,0.0026421916284244196,3.42799,2.92857,1542,0,1478,2330,0,274,5624,728,192039
2002-02-18,7572,1779,28,23.8642,0.23494453248811412,0.0036978341257263604,3.76715,3.16382,1557,0,1573,2436,0,358,5924,712,187242
2002-02-25,7358,1765,68,24.9117,0.2398749660233759,0.009241641750475673,3.60018,3.12121,1509,0,1544,2359,0,348,5760,708,184544
2002-03-04,6217,1339,86,22.921,0.2153771915714975,0.013833038442978928,3.20024,2.73515,1208,0,1529,1997,0,370,5104,707,186608
2002-03-11,5368,1001,136,21.1811,0.1864754098360656,0.02533532041728763,2.92633,2.15302,848,0,1007,1558,0,218,3631,674,168647
2002-03-18,4337,637,166,18.5151,0.14687572054415496,0.0382753055107217,2.85857,1.92136,731,0,832,1252,0,162,2977,652,154942
2002-03-25,3763,359,210,15.1209,0.09540260430507573,0.055806537337230934,2.34745,1.62731,567,0,607,1092,0,151,2417,617,148527
2002-04-01,3332,174,284,13.7455,0.05222088835534214,0.08523409363745499,2.23498,1.46179,547,0,488,913,0,131,2079,582,142223
2002-04-08,2660,95,235,12.406,0.03571428571428571,0.08834586466165413,1.99355,1.1937,397,0,449,692,0,117,1655,575,138645
2002-04-15,2329,61,192,10.863,0.026191498497209104,0.08243881494203521,1.37168,0.895415,327,0,292,467,0,83,1169,551,130554
2002-04-22,2001,36,226,13.0935,0.017991004497751123,0.11294352823588207,1.27033,0.817901,247,0,262,442,0,67,1018,523,124465
2002-04-29,1820,18,138,8.57143,0.00989010989010989,0.07582417582417582,0.999331,0.705896,235,0,155,389,0,51,830,504,117581
2002-05-06,1643,19,149,10.2252,0.011564211807668898,0.09068776628119293,1.172,0.611215,209,0,147,269,0,47,672,475,109945
2002-05-13,1655,5,140,8.76133,0.0030211480362537764,0.08459214501510574,1.03472,0.630622,169,0,156,302,0,46,673,458,106720
2002-05-20,1467,2,86,5.99864,0.0013633265167007499,0.05862304021813224,0.703599,0.573579,159,0,142,236,0,39,576,449,100422
2002-05-27,1302,3,61,4.91551,0.002304147465437788,0.04685099846390169,0,0.0,0,0,0,0,0,0,0,0,0
2002-06-03,995,2,34,3.61809,0.0020100502512562816,0.034170854271356785,0,0.0,0,0,0,0,0,0,0,0,0
2002-06-10,948,1,25,2.74262,0.0010548523206751054,0.026371308016877638,0,0.0,0,0,0,0,0,0,0,0,0
2002-06-17,850,0,7,0.823529,0.0,0.00823529411764706,0,0.0,0,0,0,0,0,0,0,0,0
2002-06-24,692,0,2,0.289017,0.0,0.002890173410404624,0,0.0,0,0,0,0,0,0,0,0,0
2002-07-01,700,0,4,0.571429,0.0,0.005714285714285714,0,0.0,0,0,0,0,0,0,0,0,0
2002-07-08,490,0,2,0.408163,0.0,0.004081632653061225,0,0.0,0,0,0,0,0,0,0,0,0
2002-07-15,591,0,1,0.169205,0.0,0.001692047377326565,0,0.0,0,0,0,0,0,0,0,0,0
2002-07-22,578,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-07-29,601,1,1,0.332779,0.0016638935108153079,0.0016638935108153079,0,0.0,0,0,0,0,0,0,0,0,0
2002-08-05,530,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-08-12,566,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-08-19,516,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-08-26,533,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-09-02,588,0,1,0.170068,0.0,0.0017006802721088435,0,0.0,0,0,0,0,0,0,0,0,0
2002-09-09,482,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-09-16,561,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
2002-09-23,475,2,1,0.631579,0.004210526315789474,0.002105263157894737,0,0.0,0,0,0,0,0,0,0,0,0
2002-09-30,391,0,2,0.511509,0.0,0.005115089514066497,0,0.0,0,0,0,0,0,0,0,0,0
2002-10-07,1443,0,0,0.0,0.0,0.0,1.22262,1.16668,582,0,524,805,0,149,2060,754,176569
2002-10-14,1517,2,1,0.197759,0.0013183915622940012,0.0006591957811470006,1.33344,1.2165,683,0,585,872,0,127,2267,785,186355
2002-10-21,1590,0,0,0.0,0.0,0.0,1.31929,1.13057,642,0,543,878,0,113,2176,831,192469
2002-10-28,1774,5,1,0.338219,0.002818489289740699,0.0005636978579481398,1.49484,1.25246,728,0,672,1045,0,154,2599,863,207512
2002-11-04,1636,3,3,0.366748,0.0018337408312958435,0.0018337408312958435,1.47195,1.30237,823,0,741,1189,0,154,2907,909,223208
2002-11-11,1988,2,3,0.251509,0.001006036217303823,0.0015090543259557343,1.58094,1.40551,887,0,886,1272,0,180,3225,930,229454
2002-11-18,2107,6,4,0.474608,0.0028476506881822496,0.0018984337921214998,1.49426,1.38437,851,0,898,1173,0,175,3097,923,223712
2002-11-25,2091,6,16,1.05213,0.0028694404591104736,0.007651841224294596,1.40569,1.32563,802,0,817,1166,0,182,2967,922,223818
2002-12-02,1900,9,6,0.789474,0.004736842105263158,0.003157894736842105,1.6141,1.43475,834,0,711,978,0,186,2709,918,188814
2002-12-09,2414,12,28,1.657,0.004971002485501243,0.0115990057995029,1.45967,1.25433,857,0,869,1117,0,206,3049,937,243078
2002-12-16,2493,24,73,3.89089,0.009626955475330927,0.029281989570798236,1.59896,1.25757,804,0,792,1179,0,182,2957,928,235136
2002-12-23,2910,45,146,6.56357,0.015463917525773196,0.05017182130584193,2.16697,1.58017,951,0,849,1404,0,212,3416,908,216179
2002-12-30,2368,41,119,6.75676,0.01731418918918919,0.05025337837837838,2.57842,1.98008,915,0,828,937,0,177,2857,865,144287
2003-01-06,2632,66,82,5.6231,0.02507598784194529,0.03115501519756839,2.38636,1.90428,1028,0,962,1019,0,251,3260,879,171193
2003-01-13,2828,115,134,8.80481,0.04066478076379067,0.04738330975954738,1.73621,1.5901,1068,0,1091,1296,0,274,3729,926,234513
2003-01-20,3108,155,202,11.4865,0.04987129987129987,0.064993564993565,2.06296,1.81559,1154,0,1011,1798,0,241,4204,902,231550
2003-01-27,3352,271,276,16.3186,0.0808472553699284,0.08233890214797136,2.58113,2.41801,1373,0,1104,2998,0,221,5696,927,235566
2003-02-03,4166,441,413,20.4993,0.10585693710993758,0.09913586173787806,2.93909,2.86635,1411,0,1322,4064,0,282,7079,884,246969
2003-02-10,4874,687,598,26.3644,0.14095199015182602,0.1226918342224046,3.22539,3.16662,1606,0,1421,4447,0,308,7782,889,245751
2003-02-17,4676,667,517,25.3208,0.14264328485885372,0.11056458511548332,3.06982,3.0155,1568,0,1566,4224,0,291,7649,903,253656
2003-02-24,4416,628,368,22.5543,0.14221014492753623,0.08333333333333333,3.20044,2.9978,1694,0,1537,3689,0,308,7228,871,241110
2003-03-03,4348,609,357,22.2171,0.14006439742410304,0.08210671573137074,2.44888,2.31957,1336,0,1400,2583,0,287,5606,857,241683
2003-03-10,3633,465,214,18.6898,0.12799339388934763,0.05890448665015139,2.1344,1.94707,1015,0,1085,2103,0,247,4450,839,228549
2003-03-17,3422,411,175,17.1245,0.1201052016364699,0.05113968439509059,1.99866,1.72985,880,0,987,1669,0,274,3810,835,220250
2003-03-24,3435,379,124,14.6434,0.11033478893740903,0.03609898107714701,1.93849,1.51837,737,0,773,1321,0,156,2987,795,196724
2003-03-31,2820,210,71,9.96454,0.07446808510638298,0.02517730496453901,1.41293,1.22616,624,0,640,1016,0,159,2439,775,198913
2003-04-07,2352,160,41,8.54592,0.06802721088435375,0.017431972789115645,1.23472,1.05433,506,0,541,846,0,135,2028,741,192349
2003-04-14,2131,94,16,5.1619,0.044110746128578134,0.007508212106992022,1.20005,1.07108,569,0,551,799,0,163,2082,735,194383
2003-04-21,1777,66,23,5.00844,0.03714124929656725,0.012943162633652222,0.910135,0.82612,440,0,382,539,0,106,1467,669,177577
2003-04-28,1406,47,11,4.12518,0.033428165007112376,0.007823613086770981,0.932265,0.820505,429,0,394,508,0,114,1445,682,176111
2003-05-05,1222,48,20,5.56465,0.03927986906710311,0.016366612111292964,0.692175,0.630846,275,0,272,444,0,84,1075,655,170406
2003-05-12,1121,18,10,2.49777,0.016057091882247992,0.008920606601248885,0.669406,0.63935,215,0,245,471,0,74,1005,613,157191
2003-05-19,931,13,6,2.04082,0.013963480128893663,0.00644468313641246,0.727705,0.586609,248,0,235,283,0,70,836,547,142514
2003-05-26,872,9,7,1.83486,0.010321100917431193,0.008027522935779817,0.717701,0.773024,264,0,169,262,0,45,740,406,95728
2003-06-02,705,2,4,0.851064,0.0028368794326241137,0.005673758865248227,0.789394,0.790743,213,0,179,205,0,44,641,393,81063
2003-06-09,721,5,8,1.80305,0.006934812760055479,0.011095700416088766,0.722129,0.711847,201,0,133,195,0,34,563,344,79090
2003-06-16,683,3,4,1.02489,0.004392386530014641,0.005856515373352855,0.591326,0.794637,198,0,180,187,0,55,620,341,78023
2003-06-23,551,2,2,0.725953,0.003629764065335753,0.003629764065335753,0.52307,0.586604,139,0,127,123,0,34,423,322,72110
2003-06-30,439,2,0,0.455581,0.004555808656036446,0.0,0.450236,0.615982,122,0,163,124,0,32,441,322,71593
2003-07-07,643,1,0,0.155521,0.0015552099533437014,0.0,0.397421,0.491507,109,0,94,91,0,24,318,310,64699
2003-07-14,632,3,0,0.474684,0.004746835443037975,0.0,0.448002,0.604341,137,0,120,141,0,43,441,308,72972
2003-07-21,697,4,0,0.573888,0.005738880918220947,0.0,0.474767,0.524478,98,0,116,98,0,53,365,301,69593
2003-07-28,636,4,0,0.628931,0.006289308176100629,0.0,0.453251,0.590692,112,0,121,139,0,48,420,302,71103
2003-08-04,632,7,1,1.26582,0.011075949367088608,0.0015822784810126582,0.352158,0.505135,100,0,102,120,0,39,361,290,71466
2003-08-11,632,2,0,0.316456,0.0031645569620253164,0.0,0.525322,0.634271,136,0,136,125,0,46,443,295,69844
2003-08-18,761,3,0,0.394218,0.003942181340341655,0.0,0.492991,0.610118,120,0,133,131,0,37,421,283,69003
2003-08-25,649,0,0,0.0,0.0,0.0,0.542728,0.641227,159,0,120,144,0,27,450,277,70178
2003-09-01,672,0,0,0.0,0.0,0.0,0.490347,0.661429,166,0,112,155,0,30,463,276,70000
2003-09-08,512,2,0,0.390625,0.00390625,0.0,0.735914,0.792681,177,0,124,182,0,36,519,271,65474
2003-09-15,604,1,0,0.165563,0.0016556291390728477,0.0,0.581771,0.639059,145,0,122,184,0,24,475,267,74328
2003-09-22,535,2,0,0.373832,0.003738317757009346,0.0,0.654162,0.636732,136,0,116,183,0,26,461,264,72401
2003-09-29,414,0,0,0.0,0.0,0.0,0.749504,0.747829,135,0,143,221,0,34,533,268,71273
2003-10-06,1430,21,1,1.53846,0.014685314685314685,0.0006993006993006993,0.884021,0.960873,808,0,607,881,0,146,2442,830,254144
2003-10-13,1682,77,0,4.57788,0.045778834720570746,0.0,1.02773,1.04325,913,0,696,1132,0,191,2932,931,281045
2003-10-20,2176,252,1,11.6268,0.11580882352941177,0.00045955882352941176,1.28296,1.0545,878,0,811,1147,0,195,3031,974,287436
2003-10-27,2568,454,4,17.8349,0.17679127725856697,0.001557632398753894,1.32661,1.11231,1006,0,884,1369,0,216,3475,1007,312412
2003-11-03,2753,535,0,19.4333,0.19433345441336725,0.0,1.77304,1.41274,1207,0,1127,2080,0,276,4690,1074,331980
2003-11-10,3553,859,3,24.2612,0.24176752040529131,0.0008443568815085843,2.43814,1.72703,1542,0,1249,2735,0,264,5790,1111,335258
2003-11-17,4595,1289,2,28.0958,0.28052230685527746,0.0004352557127312296,2.72605,2.407,2185,0,1757,4133,0,310,8385,1141,348359
2003-11-24,5942,1960,8,33.1202,0.32985526758667116,0.0013463480309660047,3.73192,3.10962,2561,0,2425,5684,0,471,11141,1129,358275
2003-12-01,6479,2241,10,34.743,0.3458867109121778,0.0015434480629726809,4.54894,4.30779,3247,0,2890,4933,0,672,11742,1118,272576
2003-12-08,9598,3237,32,34.0592,0.337257762033757,0.003334027922483851,5.39906,4.8303,4734,0,5330,7817,0,1067,18948,1189,392274
2003-12-15,12422,4061,29,32.9255,0.3269199806794397,0.0023345677024633714,7.38735,6.42905,6620,0,5573,11550,0,1219,24962,1173,388269
2003-12-22,11783,3609,20,30.7986,0.3062887210387847,0.0016973606042603752,7.48097,6.86734,6434,0,5906,9851,0,1508,23699,1148,345097
2003-12-29,9748,2395,16,24.7333,0.2456914238818219,0.0016413623307345096,7.62797,7.06496,5336,0,4517,5231,0,1331,16415,1122,232344
2004-01-05,8461,1689,12,20.104,0.19962179411417091,0.0014182720718591182,5.14051,4.55115,3391,0,3827,2894,0,1220,11332,1139,248992
2004-01-05,6936,853,9,12.4279,0.12298154555940023,0.0012975778546712802,2.89129,2.41833,1930,0,2605,2299,0,768,7602,1160,314349
2004-01-12,5411,500,5,9.33284,0.09240436148586213,0.0009240436148586213,2.10429,1.80906,1679,0,1586,1857,0,461,5583,1141,308614
2004-01-19,4329,257,3,6.00601,0.05936705936705937,0.000693000693000693,1.88696,1.71202,1721,0,1276,1604,0,360,4961,1084,289774
2004-01-26,4166,163,3,3.98464,0.03912626020163226,0.0007201152184349496,1.7766,1.5425,1487,0,1067,1543,0,339,4436,1071,287586
2004-02-02,3661,105,2,2.9227,0.028680688336520075,0.0005462988254575252,1.46001,1.43787,1454,0,1047,1448,0,302,4251,1054,295646
2004-02-09,3530,60,5,1.84136,0.0169971671388102,0.00141643059490085,1.37787,1.32427,1420,0,889,1297,0,218,3824,986,288762
2004-02-16,3136,48,8,1.78571,0.015306122448979591,0.002551020408163265,1.30532,1.30726,1301,0,876,1255,0,259,3691,1004,282347
2004-02-23,2559,26,12,1.48496,0.01016021883548261,0.004689331770222743,1.08691,1.03698,956,0,719,1038,0,203,2916,948,281202
2004-03-01,2651,10,8,0.678989,0.003772161448509996,0.003017729158807997,0.991888,1.01032,925,0,682,910,0,227,2744,894,271597
2004-03-08,2369,8,6,0.590967,0.0033769523005487546,0.002532714225411566,1.02765,1.05249,878,0,764,888,0,178,2708,897,257294
2004-03-15,2239,11,2,0.580616,0.004912907548012505,0.0008932559178204555,1.0579,1.02009,730,0,756,826,0,175,2487,849,243802
2004-03-22,1801,9,15,1.33259,0.004997223764575236,0.00832870627429206,0.849361,0.924419,760,0,628,733,0,179,2300,859,248805
2004-03-29,1850,8,9,0.918919,0.004324324324324324,0.004864864864864865,0.747127,0.790645,610,0,495,611,0,142,1858,828,234998
2004-04-05,1778,1,8,0.506187,0.0005624296962879641,0.0044994375703037125,0.661708,0.80261,583,0,440,566,0,116,1705,774,212432
2004-04-12,1564,3,12,0.959079,0.0019181585677749361,0.0076726342710997444,0.679514,0.83613,545,0,500,573,0,131,1749,755,209178
2004-04-19,1449,13,11,1.65631,0.008971704623878536,0.00759144237405107,0.633071,0.792436,501,0,461,511,0,142,1615,679,203802
2004-04-26,1377,4,7,0.798838,0.002904865649963689,0.005083514887436456,0.569894,0.683588,470,0,349,404,0,108,1331,658,194708
2004-05-03,1298,3,6,0.693374,0.0023112480739599386,0.004622496147919877,0.591357,0.757452,435,0,383,491,0,85,1394,629,184038
2004-05-10,1241,0,2,0.16116,0.0,0.0016116035455278,0.589044,0.788585,449,0,361,443,0,74,1327,599,168276
2004-05-17,1105,1,3,0.361991,0.0009049773755656109,0.0027149321266968325,0.67864,0.812171,451,0,337,380,0,94,1262,553,155386
2004-05-24,1055,3,3,0.56872,0.002843601895734597,0.002843601895734597,0.637558,0.804463,375,0,280,349,0,66,1070,463,133008
2004-05-31,823,2,4,0.72904,0.002430133657351154,0.004860267314702308,0.813309,0.877701,391,0,289,308,0,73,1061,452,120884
2004-06-07,793,1,2,0.37831,0.0012610340479192938,0.0025220680958385876,0.834551,0.741453,355,0,257,309,0,66,987,443,133117
2004-06-14,844,0,2,0.236967,0.0,0.002369668246445498,0.616174,0.661022,307,0,258,240,0,46,851,426,128740
2004-06-21,741,2,1,0.404858,0.002699055330634278,0.001349527665317139,0.513286,0.715109,277,0,245,284,0,81,887,423,124037
2004-06-28,730,1,2,0.410959,0.0013698630136986301,0.0027397260273972603,0.351881,0.562241,238,0,215,183,0,62,698,408,124146
2004-07-05,573,0,1,0.17452,0.0,0.0017452006980802793,0.542621,0.786808,233,0,210,205,0,62,710,381,90238
2004-07-12,746,0,2,0.268097,0.0,0.002680965147453083,0.581036,0.860658,249,0,227,280,0,80,836,378,97135
2004-07-19,563,0,2,0.35524,0.0,0.003552397868561279,0.495486,0.689944,259,0,162,200,0,38,659,370,95515
2004-07-26,671,0,0,0.0,0.0,0.0,0.61209,0.779691,260,0,189,230,0,40,719,363,92216
2004-08-02,628,1,1,0.318471,0.0015923566878980893,0.0015923566878980893,0.531491,0.628144,213,0,225,235,0,60,733,345,116693
2004-08-09,620,1,0,0.16129,0.0016129032258064516,0.0,0.519987,0.902459,243,0,247,256,0,63,809,334,89644
2004-08-16,647,0,1,0.15456,0.0,0.0015455950540958269,0.574476,0.806443,256,0,200,256,0,58,770,335,95481
2004-08-23,823,3,1,0.486027,0.0036452004860267314,0.001215066828675577,0.663175,0.874888,259,0,231,265,0,44,799,333,91326
2004-08-30,827,4,0,0.483676,0.0048367593712212815,0.0,0.614691,0.993213,279,0,252,358,0,71,960,326,96656
2004-09-06,822,0,3,0.364964,0.0,0.0036496350364963502,0.656823,0.876141,281,0,263,309,0,60,913,337,104207
2004-09-13,907,5,2,0.771775,0.005512679162072767,0.002205071664829107,0.723016,0.948092,342,0,299,413,0,68,1122,341,118343
2004-09-20,890,3,1,0.449438,0.0033707865168539327,0.0011235955056179776,0.691857,0.926943,322,0,268,416,0,83,1089,336,117483
2004-09-27,919,12,2,1.52339,0.013057671381936888,0.002176278563656148,0.782758,0.971643,333,0,319,382,0,82,1116,364,114857
2004-10-04,1860,8,4,0.645161,0.004301075268817204,0.002150537634408602,0.982275,0.897159,877,0,853,1256,0,185,3171,1176,353449
2004-10-11,2154,13,1,0.649954,0.0060352831940575676,0.00046425255338904364,1.01821,1.02248,1071,0,971,1373,0,216,3631,1187,355116
2004-10-18,2412,28,11,1.61692,0.011608623548922056,0.004560530679933665,1.1768,1.06296,1240,0,1019,1534,0,226,4019,1267,378094
2004-10-25,2620,25,7,1.22137,0.009541984732824428,0.0026717557251908397,1.30121,1.14696,1190,0,1223,1671,0,285,4369,1293,380921
2004-11-01,2771,29,16,1.62396,0.010465535907614579,0.00577408877661494,1.27746,1.20495,1327,0,1215,1718,0,291,4551,1302,377692
2004-11-08,3074,38,24,2.01692,0.01236174365647365,0.007807417046193884,1.40387,1.30517,1497,0,1279,1874,0,319,4969,1344,380718
2004-11-15,3310,71,21,2.77946,0.021450151057401813,0.006344410876132931,1.40301,1.28699,1531,0,1279,1874,0,299,4983,1336,387182
2004-11-22,3111,40,21,1.96078,0.01285760205721633,0.006750241080038573,1.73975,1.59468,1490,0,1274,1678,0,271,4713,1341,295546
2004-11-29,3826,105,32,3.58076,0.027443805541035024,0.00836382645060115,1.56894,1.39714,1538,0,1434,2059,0,376,5407,1369,387004
2004-12-06,3846,161,32,5.0182,0.04186167446697868,0.008320332813312533,1.65927,1.44996,1551,0,1450,2052,0,375,5428,1346,374356
2004-12-13,4359,241,45,6.56114,0.055287910071117226,0.01032346868547832,1.81341,1.61745,1670,0,1643,2071,0,371,5755,1379,355806
2004-12-20,4509,477,54,11.7764,0.10578842315369262,0.011976047904191617,2.37626,2.19112,1856,0,1608,1807,0,418,5689,1288,259639
2004-12-27,5807,850,123,16.7556,0.14637506457723437,0.021181332874117446,2.77052,2.56649,2252,0,2413,1993,0,621,7279,1332,283617
2005-01-03,6921,1119,166,18.5667,0.16168183788469875,0.023984973269758705,2.40064,2.17645,2010,0,2869,2450,0,712,8041,1383,369455
2005-01-10,6646,944,182,16.9425,0.1420403250075233,0.02738489316882335,2.54155,2.20171,2188,0,2542,2982,0,611,8323,1342,378024
2005-01-17,6948,1271,212,21.3443,0.18293033966609096,0.03051237766263673,2.85871,2.53012,2199,0,2839,3682,0,608,9328,1348,368678
2005-01-24,8010,1560,306,23.2959,0.1947565543071161,0.038202247191011236,3.55011,3.06524,2747,0,3586,5364,0,725,12422,1334,405254
2005-01-31,8654,1901,424,26.8662,0.21966720591633926,0.04899468453894153,4.58591,3.98061,3086,0,4498,7650,0,958,16192,1303,406772
2005-02-07,9684,2093,478,26.5489,0.2161296984717059,0.04935976869062371,5.05809,4.59568,3626,0,5757,8854,0,1132,19369,1324,421461
2005-02-14,10586,2092,613,25.5526,0.19761949744946156,0.057906669185716984,5.44151,4.75197,3834,0,6515,8400,0,1182,19931,1330,419426
2005-02-21,9710,1660,618,23.4604,0.1709577754891864,0.06364572605561276,4.4729,4.17962,3720,0,5125,6759,0,1026,16630,1280,397883
2005-02-28,8511,1178,520,19.9507,0.13840911761250146,0.06109740336035718,3.6752,3.45359,2997,0,4058,5343,0,836,13234,1268,383196
2005-03-07,7580,798,418,16.0422,0.10527704485488126,0.05514511873350923,3.3353,3.15852,2728,0,3634,4494,0,745,11601,1227,367292
2005-03-14,6540,637,471,16.9419,0.09740061162079511,0.07201834862385322,2.76224,2.6732,2416,0,2969,3513,0,604,9502,1185,355454
2005-03-21,5928,406,463,14.6592,0.0684885290148448,0.07810391363022942,2.46844,2.35161,2145,0,2434,2771,0,550,7900,1148,335940
2005-03-28,5134,224,343,11.044,0.0436306973120374,0.06680950525905727,2.00081,1.89243,1827,0,1979,2133,0,390,6329,1103,334438
2005-04-04,3894,143,212,9.11659,0.03672316384180791,0.054442732408834106,1.54319,1.5249,1422,0,1327,1737,0,330,4816,1048,315823
2005-04-11,3339,53,123,5.27104,0.015873015873015872,0.036837376460017966,1.50195,1.41134,1356,0,1169,1603,0,317,4445,1000,314948
2005-04-18,2933,48,75,4.19366,0.016365496079099897,0.02557108762359359,1.22918,1.25068,1096,0,954,1469,0,306,3825,978,305833
2005-04-25,2570,27,42,2.68482,0.010505836575875487,0.01634241245136187,1.21854,1.20702,1117,0,894,1411,0,224,3646,971,302065
2005-05-02,2250,18,33,2.26667,0.008,0.014666666666666666,1.15832,1.07895,903,0,762,1136,0,189,2990,923,277120
2005-05-09,2136,18,19,1.73221,0.008426966292134831,0.008895131086142321,1.249,1.14521,979,0,710,1115,0,208,3012,878,263009
2005-05-16,1889,23,16,2.06458,0.012175754367390153,0.008470089994706194,1.16888,1.06124,805,0,600,926,0,200,2531,825,238494
2005-05-23,1809,12,19,1.71365,0.006633499170812604,0.010503040353786623,1.07888,1.0568,687,0,518,695,0,156,2056,687,194550
2005-05-30,1682,8,15,1.36742,0.0047562425683709865,0.0089179548156956,1.23059,1.25193,693,0,568,678,0,160,2099,637,167661
2005-06-06,1576,4,8,0.761421,0.0025380710659898475,0.005076142131979695,1.14747,1.01419,548,0,462,594,0,140,1744,603,171960
2005-06-13,1514,5,10,0.990753,0.0033025099075297227,0.0066050198150594455,1.00254,1.04197,573,0,409,507,0,125,1614,582,154899
2005-06-20,1229,6,5,0.895037,0.004882017900732303,0.0040683482506102524,0.957569,0.954027,580,0,431,507,0,110,1628,587,170645
2005-06-27,1215,6,1,0.576132,0.0049382716049382715,0.0008230452674897119,0.894837,0.84823,497,0,326,452,0,84,1359,550,160216
2005-07-04,1073,1,4,0.465983,0.0009319664492078285,0.003727865796831314,0.798205,0.841872,426,0,313,390,0,69,1198,533,142302
2005-07-11,991,0,2,0.201816,0.0,0.0020181634712411706,0.757812,0.730894,389,0,323,361,0,75,1148,524,157068
2005-07-18,983,1,2,0.305188,0.001017293997965412,0.002034587995930824,0.825963,0.713432,333,0,303,364,0,68,1068,507,149699
2005-07-25,1124,1,1,0.177936,0.0008896797153024911,0.0008896797153024911,0.744927,0.670677,328,0,279,327,0,56,990,492,147612
2005-08-01,1018,0,0,0.0,0.0,0.0,0.787049,0.689278,331,0,267,326,0,58,982,488,142468
2005-08-08,964,4,0,0.414938,0.004149377593360996,0.0,0.684724,0.704929,319,0,297,350,0,57,1023,479,145121
2005-08-15,989,6,0,0.606673,0.006066734074823054,0.0,0.747361,0.615903,330,0,225,326,0,47,928,480,150673
2005-08-22,1016,4,0,0.393701,0.003937007874015748,0.0,0.673974,0.609426,292,0,265,311,0,54,922,428,151290
2005-08-29,1054,5,1,0.56926,0.004743833017077799,0.0009487666034155598,0.869662,0.680259,342,0,273,367,0,51,1033,420,151854
2005-09-05,1031,1,0,0.0969932,0.0009699321047526673,0.0,0.899529,0.775488,338,0,264,396,0,63,1061,416,136817
2005-09-12,1099,4,1,0.454959,0.003639672429481347,0.0009099181073703367,0.854635,0.683421,302,0,289,383,0,52,1026,408,150127
2005-09-19,1280,2,0,0.15625,0.0015625,0.0,1.01123,0.781075,368,0,285,516,0,50,1219,419,156067
2005-09-26,1421,6,1,0.492611,0.00422237860661506,0.0007037297677691766,0.977808,0.806943,381,0,276,484,0,63,1204,447,149205
2005-10-03,1894,10,1,0.580781,0.005279831045406547,0.0005279831045406547,1.17778,1.07635,1172,0,924,1256,0,234,3586,1113,333164
2005-10-10,2191,10,2,0.547695,0.004564125969876769,0.0009128251939753537,1.21947,1.05869,1285,0,853,1247,0,197,3582,1160,338343
2005-10-17,2349,20,5,1.06428,0.008514261387824606,0.0021285653469561515,1.3069,1.11523,1393,0,992,1525,0,212,4122,1216,369609
2005-10-24,2780,12,2,0.503597,0.004316546762589928,0.0007194244604316547,1.33931,1.12381,1439,0,997,1599,0,213,4248,1237,377999
